,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),energy_from_the_grid_old,energy_to_electrolyzer_old,total_energy_old,Hydrogen Hourly production (kg)
4068,457357.32173699024,457357.32173699024,0.0,457357.32173699024,480000.0,480000.0,457357.32173699024,8366.316447324267
4069,457358.0826779197,457358.0826779197,0.0,457358.0826779197,480000.0,480000.0,457358.0826779197,8366.316447324267
4070,457358.8436188491,457358.8436188491,0.0,457358.8436188491,480000.0,480000.0,457358.8436188491,8366.316447324267
4071,457359.60455977847,457359.60455977847,0.0,457359.60455977847,480000.0,480000.0,457359.60455977847,8366.316447324267
4072,457360.3655007079,457360.3655007079,0.0,457360.3655007079,480000.0,480000.0,457360.3655007079,8366.316447324267
4073,457361.1264416372,457361.1264416372,0.0,457361.1264416372,480000.0,480000.0,457361.1264416372,8366.316447324267
4074,457361.8873825667,457361.8873825667,0.0,457361.8873825667,480000.0,480000.0,457361.8873825667,8366.316447324267
4075,457362.648323496,457362.648323496,0.0,457362.648323496,480000.0,480000.0,457362.648323496,8366.316447324267
4076,457363.4092644255,457363.4092644255,0.0,457363.4092644255,480000.0,480000.0,457363.4092644255,8366.316447324267
4077,457364.17020535487,457364.17020535487,0.0,457364.17020535487,480000.0,480000.0,457364.17020535487,8366.316447324267
4078,457364.9311462842,457364.9311462842,0.0,457364.9311462842,480000.0,480000.0,457364.9311462842,8366.316447324267
4079,457365.6920872137,457365.6920872137,0.0,457365.6920872137,480000.0,480000.0,457365.6920872137,8366.316447324267
4080,457366.45302814303,457366.45302814303,0.0,457366.45302814303,480000.0,480000.0,457366.45302814303,8366.316447324267
4081,457367.2139690725,457367.2139690725,0.0,457367.2139690725,480000.0,480000.0,457367.2139690725,8366.316447324267
4082,457367.97491000197,457367.97491000197,0.0,457367.97491000197,480000.0,480000.0,457367.97491000197,8366.316447324267
4083,457368.73585093126,457368.73585093126,0.0,457368.73585093126,480000.0,480000.0,457368.73585093126,8366.316447324267
4084,457369.4967918607,457369.4967918607,0.0,457369.4967918607,480000.0,480000.0,457369.4967918607,8366.316447324267
4085,457370.2577327901,457370.2577327901,0.0,457370.2577327901,480000.0,480000.0,457370.2577327901,8366.316447324267
4086,457371.01867371943,457371.01867371943,0.0,457371.01867371943,480000.0,480000.0,457371.01867371943,8366.316447324267
4087,457371.77961464896,457371.77961464896,0.0,457371.77961464896,480000.0,480000.0,457371.77961464896,8366.316447324267
4088,457372.5405555783,457372.5405555783,0.0,457372.5405555783,480000.0,480000.0,457372.5405555783,8366.316447324267
4089,457373.3014965077,457373.3014965077,0.0,457373.3014965077,480000.0,480000.0,457373.3014965077,8366.316447324267
4090,457374.06243743707,457374.06243743707,0.0,457374.06243743707,480000.0,480000.0,457374.06243743707,8366.316447324267
4091,457374.8233783665,457374.8233783665,0.0,457374.8233783665,480000.0,480000.0,457374.8233783665,8366.316447324267
4092,457375.58431929594,457375.58431929594,0.0,457375.58431929594,480000.0,480000.0,457375.58431929594,8366.316447324267
4093,457376.34526022524,457376.34526022524,0.0,457376.34526022524,480000.0,480000.0,457376.34526022524,8366.316447324267
4094,457377.10620115476,457377.10620115476,0.0,457377.10620115476,480000.0,480000.0,457377.10620115476,8366.316447324267
4095,457377.8671420841,457377.8671420841,0.0,457377.8671420841,480000.0,480000.0,457377.8671420841,8366.316447324267
4096,457378.6280830135,457378.6280830135,0.0,457378.6280830135,480000.0,480000.0,457378.6280830135,8366.316447324267
4097,457379.389023943,457379.389023943,0.0,457379.389023943,480000.0,480000.0,457379.389023943,8366.316447324267
4098,457380.1499648723,457380.1499648723,0.0,457380.1499648723,480000.0,480000.0,457380.1499648723,8366.316447324267
4099,457380.9109058017,457380.9109058017,0.0,457380.9109058017,480000.0,480000.0,457380.9109058017,8366.316447324267
4100,457381.67184673116,457381.67184673116,0.0,457381.67184673116,480000.0,480000.0,457381.67184673116,8366.316447324267
4101,457382.4327876605,457382.4327876605,0.0,457382.4327876605,480000.0,480000.0,457382.4327876605,8366.316447324267
4102,457383.19372859,457383.19372859,0.0,457383.19372859,480000.0,480000.0,457383.19372859,8366.316447324267
4103,457383.9546695193,457383.9546695193,0.0,457383.9546695193,480000.0,480000.0,457383.9546695193,8366.316447324267
4104,457384.7156104487,457384.7156104487,0.0,457384.7156104487,480000.0,480000.0,457384.7156104487,8366.316447324267
4105,457385.47655137815,457385.47655137815,0.0,457385.47655137815,480000.0,480000.0,457385.47655137815,8366.316447324267
4106,457386.2374923075,457386.2374923075,0.0,457386.2374923075,480000.0,480000.0,457386.2374923075,8366.316447324267
4107,457386.99843323685,457386.99843323685,0.0,457386.99843323685,480000.0,480000.0,457386.99843323685,8366.316447324267
4108,457387.7593741664,457387.7593741664,0.0,457387.7593741664,480000.0,480000.0,457387.7593741664,8366.316447324267
4109,457388.5203150958,457388.5203150958,0.0,457388.5203150958,480000.0,480000.0,457388.5203150958,8366.316447324267
4110,457389.28125602513,457389.28125602513,0.0,457389.28125602513,480000.0,480000.0,457389.28125602513,8366.316447324267
4111,457390.04219695454,457390.04219695454,0.0,457390.04219695454,480000.0,480000.0,457390.04219695454,8366.316447324267
4112,457390.80313788395,457390.80313788395,0.0,457390.80313788395,480000.0,480000.0,457390.80313788395,8366.316447324267
4113,457391.56407881336,457391.56407881336,0.0,457391.56407881336,480000.0,480000.0,457391.56407881336,8366.316447324267
4114,457392.32501974277,457392.32501974277,0.0,457392.32501974277,480000.0,480000.0,457392.32501974277,8366.316447324267
4115,457393.0859606722,457393.0859606722,0.0,457393.0859606722,480000.0,480000.0,457393.0859606722,8366.316447324267
4116,457393.84690160153,457393.84690160153,0.0,457393.84690160153,480000.0,480000.0,457393.84690160153,8366.316447324267
4117,457394.60784253094,457394.60784253094,0.0,457394.60784253094,480000.0,480000.0,457394.60784253094,8366.316447324267
4118,457395.3687834604,457395.3687834604,0.0,457395.3687834604,480000.0,480000.0,457395.3687834604,8366.316447324267
4119,457396.12972438976,457396.12972438976,0.0,457396.12972438976,480000.0,480000.0,457396.12972438976,8366.316447324267
4120,457396.89066531905,457396.89066531905,0.0,457396.89066531905,480000.0,480000.0,457396.89066531905,8366.316447324267
4121,457397.6516062486,457397.6516062486,0.0,457397.6516062486,480000.0,480000.0,457397.6516062486,8366.316447324267
4122,457398.412547178,457398.412547178,0.0,457398.412547178,480000.0,480000.0,457398.412547178,8366.316447324267
4123,457399.17348810745,457399.17348810745,0.0,457399.17348810745,480000.0,480000.0,457399.17348810745,8366.316447324267
4124,457399.9344290368,457399.9344290368,0.0,457399.9344290368,480000.0,480000.0,457399.9344290368,8366.316447324267
4125,457400.6953699661,457400.6953699661,0.0,457400.6953699661,480000.0,480000.0,457400.6953699661,8366.316447324267
4126,457401.4563108956,457401.4563108956,0.0,457401.4563108956,480000.0,480000.0,457401.4563108956,8366.316447324267
4127,457402.21725182503,457402.21725182503,0.0,457402.21725182503,480000.0,480000.0,457402.21725182503,8366.316447324267
4128,457402.9781927544,457402.9781927544,0.0,457402.9781927544,480000.0,480000.0,457402.9781927544,8366.316447324267
4129,457403.7391336838,457403.7391336838,0.0,457403.7391336838,480000.0,480000.0,457403.7391336838,8366.316447324267
4130,457404.50007461314,457404.50007461314,0.0,457404.50007461314,480000.0,480000.0,457404.50007461314,8366.316447324267
4131,457405.2610155426,457405.2610155426,0.0,457405.2610155426,480000.0,480000.0,457405.2610155426,8366.316447324267
4132,457406.021956472,457406.021956472,0.0,457406.021956472,480000.0,480000.0,457406.021956472,8366.316447324267
4133,457406.78289740125,457406.78289740125,0.0,457406.78289740125,480000.0,480000.0,457406.78289740125,8366.316447324267
4134,457407.5438383308,457407.5438383308,0.0,457407.5438383308,480000.0,480000.0,457407.5438383308,8366.316447324267
4135,457408.3047792602,457408.3047792602,0.0,457408.3047792602,480000.0,480000.0,457408.3047792602,8366.316447324267
4136,457409.0657201897,457409.0657201897,0.0,457409.0657201897,480000.0,480000.0,457409.0657201897,8366.316447324267
4137,457409.82666111895,457409.82666111895,0.0,457409.82666111895,480000.0,480000.0,457409.82666111895,8366.316447324267
4138,457410.58760204836,457410.58760204836,0.0,457410.58760204836,480000.0,480000.0,457410.58760204836,8366.316447324267
4139,457411.3485429778,457411.3485429778,0.0,457411.3485429778,480000.0,480000.0,457411.3485429778,8366.316447324267
4140,457412.1094839072,457412.1094839072,0.0,457412.1094839072,480000.0,480000.0,457412.1094839072,8366.316447324267
4141,457412.87042483664,457412.87042483664,0.0,457412.87042483664,480000.0,480000.0,457412.87042483664,8366.316447324267
4142,457413.63136576593,457413.63136576593,0.0,457413.63136576593,480000.0,480000.0,457413.63136576593,8366.316447324267
4143,457414.39230669534,457414.39230669534,0.0,457414.39230669534,480000.0,480000.0,457414.39230669534,8366.316447324267
4144,457415.15324762487,457415.15324762487,0.0,457415.15324762487,480000.0,480000.0,457415.15324762487,8366.316447324267
4145,457415.91418855416,457415.91418855416,0.0,457415.91418855416,480000.0,480000.0,457415.91418855416,8366.316447324267
4146,457416.67512948357,457416.67512948357,0.0,457416.67512948357,480000.0,480000.0,457416.67512948357,8366.316447324267
4147,457417.436070413,457417.436070413,0.0,457417.436070413,480000.0,480000.0,457417.436070413,8366.316447324267
4148,457418.1970113424,457418.1970113424,0.0,457418.1970113424,480000.0,480000.0,457418.1970113424,8366.316447324267
4149,457418.9579522719,457418.9579522719,0.0,457418.9579522719,480000.0,480000.0,457418.9579522719,8366.316447324267
4150,457419.71889320127,457419.71889320127,0.0,457419.71889320127,480000.0,480000.0,457419.71889320127,8366.316447324267
4151,457420.47983413056,457420.47983413056,0.0,457420.47983413056,480000.0,480000.0,457420.47983413056,8366.316447324267
4152,457421.24077506,457421.24077506,0.0,457421.24077506,480000.0,480000.0,457421.24077506,8366.316447324267
4153,457422.00171598943,457422.00171598943,0.0,457422.00171598943,480000.0,480000.0,457422.00171598943,8366.316447324267
4154,457422.7626569189,457422.7626569189,0.0,457422.7626569189,480000.0,480000.0,457422.7626569189,8366.316447324267
4155,457423.5235978482,457423.5235978482,0.0,457423.5235978482,480000.0,480000.0,457423.5235978482,8366.316447324267
4156,457424.2845387776,457424.2845387776,0.0,457424.2845387776,480000.0,480000.0,457424.2845387776,8366.316447324267
4157,457425.045479707,457425.045479707,0.0,457425.045479707,480000.0,480000.0,457425.045479707,8366.316447324267
4158,457425.8064206364,457425.8064206364,0.0,457425.8064206364,480000.0,480000.0,457425.8064206364,8366.316447324267
4159,457426.56736156583,457426.56736156583,0.0,457426.56736156583,480000.0,480000.0,457426.56736156583,8366.316447324267
4160,457427.3283024952,457427.3283024952,0.0,457427.3283024952,480000.0,480000.0,457427.3283024952,8366.316447324267
4161,457428.0892434246,457428.0892434246,0.0,457428.0892434246,480000.0,480000.0,457428.0892434246,8366.316447324267
4162,457428.8501843541,457428.8501843541,0.0,457428.8501843541,480000.0,480000.0,457428.8501843541,8366.316447324267
4163,457429.61112528347,457429.61112528347,0.0,457429.61112528347,480000.0,480000.0,457429.61112528347,8366.316447324267
4164,457430.3720662128,457430.3720662128,0.0,457430.3720662128,480000.0,480000.0,457430.3720662128,8366.316447324267
4165,457431.1330071423,457431.1330071423,0.0,457431.1330071423,480000.0,480000.0,457431.1330071423,8366.316447324267
4166,457431.89394807164,457431.89394807164,0.0,457431.89394807164,480000.0,480000.0,457431.89394807164,8366.316447324267
4167,457432.654889001,457432.654889001,0.0,457432.654889001,480000.0,480000.0,457432.654889001,8366.316447324267
4168,457433.41582993045,457433.41582993045,0.0,457433.41582993045,480000.0,480000.0,457433.41582993045,8366.316447324267
4169,457434.1767708598,457434.1767708598,0.0,457434.1767708598,480000.0,480000.0,457434.1767708598,8366.316447324267
4170,457434.9377117893,457434.9377117893,0.0,457434.9377117893,480000.0,480000.0,457434.9377117893,8366.316447324267
4171,457435.6986527187,457435.6986527187,0.0,457435.6986527187,480000.0,480000.0,457435.6986527187,8366.316447324267
4172,457436.459593648,457436.459593648,0.0,457436.459593648,480000.0,480000.0,457436.459593648,8366.316447324267
4173,457437.22053457744,457437.22053457744,0.0,457437.22053457744,480000.0,480000.0,457437.22053457744,8366.316447324267
4174,457437.98147550685,457437.98147550685,0.0,457437.98147550685,480000.0,480000.0,457437.98147550685,8366.316447324267
4175,457438.7424164363,457438.7424164363,0.0,457438.7424164363,480000.0,480000.0,457438.7424164363,8366.316447324267
4176,457439.5033573657,457439.5033573657,0.0,457439.5033573657,480000.0,480000.0,457439.5033573657,8366.316447324267
4177,457440.2642982951,457440.2642982951,0.0,457440.2642982951,480000.0,480000.0,457440.2642982951,8366.316447324267
4178,457441.0252392245,457441.0252392245,0.0,457441.0252392245,480000.0,480000.0,457441.0252392245,8366.316447324267
4179,457441.7861801539,457441.7861801539,0.0,457441.7861801539,480000.0,480000.0,457441.7861801539,8366.316447324267
4180,457442.54712108325,457442.54712108325,0.0,457442.54712108325,480000.0,480000.0,457442.54712108325,8366.316447324267
4181,457443.3080620127,457443.3080620127,0.0,457443.3080620127,480000.0,480000.0,457443.3080620127,8366.316447324267
4182,457444.069002942,457444.069002942,0.0,457444.069002942,480000.0,480000.0,457444.069002942,8366.316447324267
4183,457444.82994387153,457444.82994387153,0.0,457444.82994387153,480000.0,480000.0,457444.82994387153,8366.316447324267
4184,457445.5908848009,457445.5908848009,0.0,457445.5908848009,480000.0,480000.0,457445.5908848009,8366.316447324267
4185,457446.35182573023,457446.35182573023,0.0,457446.35182573023,480000.0,480000.0,457446.35182573023,8366.316447324267
4186,457447.1127666597,457447.1127666597,0.0,457447.1127666597,480000.0,480000.0,457447.1127666597,8366.316447324267
4187,457447.873707589,457447.873707589,0.0,457447.873707589,480000.0,480000.0,457447.873707589,8366.316447324267
4188,457448.6346485185,457448.6346485185,0.0,457448.6346485185,480000.0,480000.0,457448.6346485185,8366.316447324267
4189,457449.39558944793,457449.39558944793,0.0,457449.39558944793,480000.0,480000.0,457449.39558944793,8366.316447324267
4190,457450.1565303773,457450.1565303773,0.0,457450.1565303773,480000.0,480000.0,457450.1565303773,8366.316447324267
4191,457450.91747130675,457450.91747130675,0.0,457450.91747130675,480000.0,480000.0,457450.91747130675,8366.316447324267
4192,457451.6784122361,457451.6784122361,0.0,457451.6784122361,480000.0,480000.0,457451.6784122361,8366.316447324267
4193,457452.43935316545,457452.43935316545,0.0,457452.43935316545,480000.0,480000.0,457452.43935316545,8366.316447324267
4194,457453.200294095,457453.200294095,0.0,457453.200294095,480000.0,480000.0,457453.200294095,8366.316447324267
4195,457453.96123502427,457453.96123502427,0.0,457453.96123502427,480000.0,480000.0,457453.96123502427,8366.316447324267
4196,457454.72217595374,457454.72217595374,0.0,457454.72217595374,480000.0,480000.0,457454.72217595374,8366.316447324267
4197,457455.4831168831,457455.4831168831,0.0,457455.4831168831,480000.0,480000.0,457455.4831168831,8366.316447324267
4198,457456.2440578125,457456.2440578125,0.0,457456.2440578125,480000.0,480000.0,457456.2440578125,8366.316447324267
4199,457457.00499874185,457457.00499874185,0.0,457457.00499874185,480000.0,480000.0,457457.00499874185,8366.316447324267
4200,457457.76593967126,457457.76593967126,0.0,457457.76593967126,480000.0,480000.0,457457.76593967126,8366.316447324267
4201,457458.5268806008,457458.5268806008,0.0,457458.5268806008,480000.0,480000.0,457458.5268806008,8366.316447324267
4202,457459.28782153013,457459.28782153013,0.0,457459.28782153013,480000.0,480000.0,457459.28782153013,8366.316447324267
4203,457460.04876245954,457460.04876245954,0.0,457460.04876245954,480000.0,480000.0,457460.04876245954,8366.316447324267
4204,457460.809703389,457460.809703389,0.0,457460.809703389,480000.0,480000.0,457460.809703389,8366.316447324267
4205,457461.5706443183,457461.5706443183,0.0,457461.5706443183,480000.0,480000.0,457461.5706443183,8366.316447324267
4206,457462.3315852477,457462.3315852477,0.0,457462.3315852477,480000.0,480000.0,457462.3315852477,8366.316447324267
4207,457463.0925261772,457463.0925261772,0.0,457463.0925261772,480000.0,480000.0,457463.0925261772,8366.316447324267
4208,457463.8534671065,457463.8534671065,0.0,457463.8534671065,480000.0,480000.0,457463.8534671065,8366.316447324267
4209,457464.61440803594,457464.61440803594,0.0,457464.61440803594,480000.0,480000.0,457464.61440803594,8366.316447324267
4210,457465.37534896535,457465.37534896535,0.0,457465.37534896535,480000.0,480000.0,457465.37534896535,8366.316447324267
4211,457466.1362898947,457466.1362898947,0.0,457466.1362898947,480000.0,480000.0,457466.1362898947,8366.316447324267
4212,457466.89723082416,457466.89723082416,0.0,457466.89723082416,480000.0,480000.0,457466.89723082416,8366.316447324267
4213,457467.6581717535,457467.6581717535,0.0,457467.6581717535,480000.0,480000.0,457467.6581717535,8366.316447324267
4214,457468.4191126829,457468.4191126829,0.0,457468.4191126829,480000.0,480000.0,457468.4191126829,8366.316447324267
4215,457469.18005361233,457469.18005361233,0.0,457469.18005361233,480000.0,480000.0,457469.18005361233,8366.316447324267
4216,457469.9409945418,457469.9409945418,0.0,457469.9409945418,480000.0,480000.0,457469.9409945418,8366.316447324267
4217,457470.70193547115,457470.70193547115,0.0,457470.70193547115,480000.0,480000.0,457470.70193547115,8366.316447324267
4218,457471.46287640056,457471.46287640056,0.0,457471.46287640056,480000.0,480000.0,457471.46287640056,8366.316447324267
4219,457472.2238173299,457472.2238173299,0.0,457472.2238173299,480000.0,480000.0,457472.2238173299,8366.316447324267
4220,457472.9847582594,457472.9847582594,0.0,457472.9847582594,480000.0,480000.0,457472.9847582594,8366.316447324267
4221,457473.7456991888,457473.7456991888,0.0,457473.7456991888,480000.0,480000.0,457473.7456991888,8366.316447324267
4222,457474.5066401182,457474.5066401182,0.0,457474.5066401182,480000.0,480000.0,457474.5066401182,8366.316447324267
4223,457475.26758104755,457475.26758104755,0.0,457475.26758104755,480000.0,480000.0,457475.26758104755,8366.316447324267
4224,457476.0285219769,457476.0285219769,0.0,457476.0285219769,480000.0,480000.0,457476.0285219769,8366.316447324267
4225,457476.7894629064,457476.7894629064,0.0,457476.7894629064,480000.0,480000.0,457476.7894629064,8366.316447324267
4226,457477.5504038357,457477.5504038357,0.0,457477.5504038357,480000.0,480000.0,457477.5504038357,8366.316447324267
4227,457478.3113447651,457478.3113447651,0.0,457478.3113447651,480000.0,480000.0,457478.3113447651,8366.316447324267
4228,457479.0722856946,457479.0722856946,0.0,457479.0722856946,480000.0,480000.0,457479.0722856946,8366.316447324267
4229,457479.83322662394,457479.83322662394,0.0,457479.83322662394,480000.0,480000.0,457479.83322662394,8366.316447324267
4230,457480.5941675534,457480.5941675534,0.0,457480.5941675534,480000.0,480000.0,457480.5941675534,8366.316447324267
4231,457481.3551084828,457481.3551084828,0.0,457481.3551084828,480000.0,480000.0,457481.3551084828,8366.316447324267
4232,457482.1160494121,457482.1160494121,0.0,457482.1160494121,480000.0,480000.0,457482.1160494121,8366.316447324267
4233,457482.87699034164,457482.87699034164,0.0,457482.87699034164,480000.0,480000.0,457482.87699034164,8366.316447324267
4234,457483.637931271,457483.637931271,0.0,457483.637931271,480000.0,480000.0,457483.637931271,8366.316447324267
4235,457484.3988722004,457484.3988722004,0.0,457484.3988722004,480000.0,480000.0,457484.3988722004,8366.316447324267
4236,457485.1598131298,457485.1598131298,0.0,457485.1598131298,480000.0,480000.0,457485.1598131298,8366.316447324267
4237,457485.92075405916,457485.92075405916,0.0,457485.92075405916,480000.0,480000.0,457485.92075405916,8366.316447324267
4238,457486.6816949886,457486.6816949886,0.0,457486.6816949886,480000.0,480000.0,457486.6816949886,8366.316447324267
4239,457487.442635918,457487.442635918,0.0,457487.442635918,480000.0,480000.0,457487.442635918,8366.316447324267
4240,457488.2035768473,457488.2035768473,0.0,457488.2035768473,480000.0,480000.0,457488.2035768473,8366.316447324267
4241,457488.9645177768,457488.9645177768,0.0,457488.9645177768,480000.0,480000.0,457488.9645177768,8366.316447324267
4242,457489.7254587062,457489.7254587062,0.0,457489.7254587062,480000.0,480000.0,457489.7254587062,8366.316447324267
4243,457490.4863996357,457490.4863996357,0.0,457490.4863996357,480000.0,480000.0,457490.4863996357,8366.316447324267
4244,457491.24734056497,457491.24734056497,0.0,457491.24734056497,480000.0,480000.0,457491.24734056497,8366.316447324267
4245,457492.0082814944,457492.0082814944,0.0,457492.0082814944,480000.0,480000.0,457492.0082814944,8366.316447324267
4246,457492.7692224239,457492.7692224239,0.0,457492.7692224239,480000.0,480000.0,457492.7692224239,8366.316447324267
4247,457493.5301633532,457493.5301633532,0.0,457493.5301633532,480000.0,480000.0,457493.5301633532,8366.316447324267
4248,457494.29110428266,457494.29110428266,0.0,457494.29110428266,480000.0,480000.0,457494.29110428266,8366.316447324267
4249,457495.052045212,457495.052045212,0.0,457495.052045212,480000.0,480000.0,457495.052045212,8366.316447324267
4250,457495.81298614136,457495.81298614136,0.0,457495.81298614136,480000.0,480000.0,457495.81298614136,8366.316447324267
4251,457496.5739270709,457496.5739270709,0.0,457496.5739270709,480000.0,480000.0,457496.5739270709,8366.316447324267
4252,457497.33486800024,457497.33486800024,0.0,457497.33486800024,480000.0,480000.0,457497.33486800024,8366.316447324267
4253,457498.09580892953,457498.09580892953,0.0,457498.09580892953,480000.0,480000.0,457498.09580892953,8366.316447324267
4254,457498.856749859,457498.856749859,0.0,457498.856749859,480000.0,480000.0,457498.856749859,8366.316447324267
4255,457499.61769078847,457499.61769078847,0.0,457499.61769078847,480000.0,480000.0,457499.61769078847,8366.316447324267
4256,457500.3786317179,457500.3786317179,0.0,457500.3786317179,480000.0,480000.0,457500.3786317179,8366.316447324267
4257,457501.1395726472,457501.1395726472,0.0,457501.1395726472,480000.0,480000.0,457501.1395726472,8366.316447324267
4258,457501.90051357663,457501.90051357663,0.0,457501.90051357663,480000.0,480000.0,457501.90051357663,8366.316447324267
4259,457502.66145450604,457502.66145450604,0.0,457502.66145450604,480000.0,480000.0,457502.66145450604,8366.316447324267
4260,457503.42239543545,457503.42239543545,0.0,457503.42239543545,480000.0,480000.0,457503.42239543545,8366.316447324267
4261,457504.1833363649,457504.1833363649,0.0,457504.1833363649,480000.0,480000.0,457504.1833363649,8366.316447324267
4262,457504.9442772942,457504.9442772942,0.0,457504.9442772942,480000.0,480000.0,457504.9442772942,8366.316447324267
4263,457505.7052182236,457505.7052182236,0.0,457505.7052182236,480000.0,480000.0,457505.7052182236,8366.316447324267
4264,457506.4661591531,457506.4661591531,0.0,457506.4661591531,480000.0,480000.0,457506.4661591531,8366.316447324267
4265,457507.22710008244,457507.22710008244,0.0,457507.22710008244,480000.0,480000.0,457507.22710008244,8366.316447324267
4266,457507.9880410118,457507.9880410118,0.0,457507.9880410118,480000.0,480000.0,457507.9880410118,8366.316447324267
4267,457508.74898194126,457508.74898194126,0.0,457508.74898194126,480000.0,480000.0,457508.74898194126,8366.316447324267
4268,457509.50992287067,457509.50992287067,0.0,457509.50992287067,480000.0,480000.0,457509.50992287067,8366.316447324267
4269,457510.2708638001,457510.2708638001,0.0,457510.2708638001,480000.0,480000.0,457510.2708638001,8366.316447324267
4270,457511.03180472954,457511.03180472954,0.0,457511.03180472954,480000.0,480000.0,457511.03180472954,8366.316447324267
4271,457511.7927456588,457511.7927456588,0.0,457511.7927456588,480000.0,480000.0,457511.7927456588,8366.316447324267
4272,457512.5536865883,457512.5536865883,0.0,457512.5536865883,480000.0,480000.0,457512.5536865883,8366.316447324267
4273,457513.3146275177,457513.3146275177,0.0,457513.3146275177,480000.0,480000.0,457513.3146275177,8366.316447324267
4274,457514.0755684471,457514.0755684471,0.0,457514.0755684471,480000.0,480000.0,457514.0755684471,8366.316447324267
4275,457514.8365093765,457514.8365093765,0.0,457514.8365093765,480000.0,480000.0,457514.8365093765,8366.316447324267
4276,457515.5974503058,457515.5974503058,0.0,457515.5974503058,480000.0,480000.0,457515.5974503058,8366.316447324267
4277,457516.3583912353,457516.3583912353,0.0,457516.3583912353,480000.0,480000.0,457516.3583912353,8366.316447324267
4278,457517.1193321647,457517.1193321647,0.0,457517.1193321647,480000.0,480000.0,457517.1193321647,8366.316447324267
4279,457517.88027309405,457517.88027309405,0.0,457517.88027309405,480000.0,480000.0,457517.88027309405,8366.316447324267
4280,457518.64121402346,457518.64121402346,0.0,457518.64121402346,480000.0,480000.0,457518.64121402346,8366.316447324267
4281,457519.40215495287,457519.40215495287,0.0,457519.40215495287,480000.0,480000.0,457519.40215495287,8366.316447324267
4282,457520.16309588234,457520.16309588234,0.0,457520.16309588234,480000.0,480000.0,457520.16309588234,8366.316447324267
4283,457520.92403681175,457520.92403681175,0.0,457520.92403681175,480000.0,480000.0,457520.92403681175,8366.316447324267
4284,457521.68497774104,457521.68497774104,0.0,457521.68497774104,480000.0,480000.0,457521.68497774104,8366.316447324267
4285,457522.44591867056,457522.44591867056,0.0,457522.44591867056,480000.0,480000.0,457522.44591867056,8366.316447324267
4286,457523.20685959986,457523.20685959986,0.0,457523.20685959986,480000.0,480000.0,457523.20685959986,8366.316447324267
4287,457523.96780052927,457523.96780052927,0.0,457523.96780052927,480000.0,480000.0,457523.96780052927,8366.316447324267
4288,457524.72874145873,457524.72874145873,0.0,457524.72874145873,480000.0,480000.0,457524.72874145873,8366.316447324267
4289,457525.489682388,457525.489682388,0.0,457525.489682388,480000.0,480000.0,457525.489682388,8366.316447324267
4290,457526.25062331755,457526.25062331755,0.0,457526.25062331755,480000.0,480000.0,457526.25062331755,8366.316447324267
4291,457527.0115642469,457527.0115642469,0.0,457527.0115642469,480000.0,480000.0,457527.0115642469,8366.316447324267
4292,457527.77250517625,457527.77250517625,0.0,457527.77250517625,480000.0,480000.0,457527.77250517625,8366.316447324267
4293,457528.5334461057,457528.5334461057,0.0,457528.5334461057,480000.0,480000.0,457528.5334461057,8366.316447324267
4294,457529.2943870351,457529.2943870351,0.0,457529.2943870351,480000.0,480000.0,457529.2943870351,8366.316447324267
4295,457530.05532796454,457530.05532796454,0.0,457530.05532796454,480000.0,480000.0,457530.05532796454,8366.316447324267
4296,457530.81626889395,457530.81626889395,0.0,457530.81626889395,480000.0,480000.0,457530.81626889395,8366.316447324267
4297,457531.57720982336,457531.57720982336,0.0,457531.57720982336,480000.0,480000.0,457531.57720982336,8366.316447324267
4298,457532.33815075277,457532.33815075277,0.0,457532.33815075277,480000.0,480000.0,457532.33815075277,8366.316447324267
4299,457533.0990916821,457533.0990916821,0.0,457533.0990916821,480000.0,480000.0,457533.0990916821,8366.316447324267
4300,457533.86003261147,457533.86003261147,0.0,457533.86003261147,480000.0,480000.0,457533.86003261147,8366.316447324267
4301,457534.62097354094,457534.62097354094,0.0,457534.62097354094,480000.0,480000.0,457534.62097354094,8366.316447324267
4302,457535.3819144703,457535.3819144703,0.0,457535.3819144703,480000.0,480000.0,457535.3819144703,8366.316447324267
4303,457536.1428553998,457536.1428553998,0.0,457536.1428553998,480000.0,480000.0,457536.1428553998,8366.316447324267
4304,457536.9037963291,457536.9037963291,0.0,457536.9037963291,480000.0,480000.0,457536.9037963291,8366.316447324267
4305,457537.6647372585,457537.6647372585,0.0,457537.6647372585,480000.0,480000.0,457537.6647372585,8366.316447324267
4306,457538.42567818786,457538.42567818786,0.0,457538.42567818786,480000.0,480000.0,457538.42567818786,8366.316447324267
4307,457539.1866191173,457539.1866191173,0.0,457539.1866191173,480000.0,480000.0,457539.1866191173,8366.316447324267
4308,457539.9475600468,457539.9475600468,0.0,457539.9475600468,480000.0,480000.0,457539.9475600468,8366.316447324267
4309,457540.7085009762,457540.7085009762,0.0,457540.7085009762,480000.0,480000.0,457540.7085009762,8366.316447324267
4310,457541.46944190556,457541.46944190556,0.0,457541.46944190556,480000.0,480000.0,457541.46944190556,8366.316447324267
4311,457542.23038283497,457542.23038283497,0.0,457542.23038283497,480000.0,480000.0,457542.23038283497,8366.316447324267
4312,457542.9913237643,457542.9913237643,0.0,457542.9913237643,480000.0,480000.0,457542.9913237643,8366.316447324267
